date,agent,call_type,shift,duration_min,crm_response_s,skill_match,delay_cause,resolved,phase,week
2025-04-23,Agent_26,Billing,Afternoon,5.39,2.02,True,CRM Slowness,False,Baseline,2025-04-21
2025-04-23,Agent_9,Technical,Night,8.51,1.48,True,Routing Issue,True,Baseline,2025-04-21
2025-04-23,Agent_19,Billing,Night,8.16,2.93,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_25,Billing,Morning,8.55,3.35,True,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_16,Technical,Night,12.68,1.09,False,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_3,Technical,Afternoon,10.88,3.94,True,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_4,Account,Morning,7.14,1.83,False,Routing Issue,True,Baseline,2025-04-21
2025-04-23,Agent_8,Technical,Morning,11.43,2.95,True,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_14,Refund,Afternoon,1.84,1.45,False,Routing Issue,False,Baseline,2025-04-21
2025-04-23,Agent_14,Technical,Afternoon,11.78,3.03,True,Training Gap,False,Baseline,2025-04-21
2025-04-23,Agent_9,General Inquiry,Afternoon,5.45,0.7,False,Routing Issue,True,Baseline,2025-04-21
2025-04-23,Agent_15,Refund,Morning,8.75,0.86,False,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_2,Technical,Morning,9.36,1.96,True,Routing Issue,True,Baseline,2025-04-21
2025-04-23,Agent_22,Refund,Afternoon,8.02,0.99,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_19,Billing,Afternoon,10.2,2.65,True,Routing Issue,True,Baseline,2025-04-21
2025-04-23,Agent_10,Refund,Morning,7.32,1.75,True,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_10,Billing,Afternoon,4.29,2.36,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_21,Billing,Afternoon,2.78,2.64,False,Training Gap,False,Baseline,2025-04-21
2025-04-23,Agent_6,General Inquiry,Afternoon,5.39,1.61,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_25,Technical,Afternoon,8.19,0.62,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_20,Billing,Morning,7.58,1.55,True,Script Complexity,False,Baseline,2025-04-21
2025-04-23,Agent_12,Technical,Morning,13.05,2.09,True,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_14,Technical,Afternoon,11.73,2.46,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_30,Billing,Morning,8.05,3.76,True,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_9,Billing,Afternoon,4.3,2.17,True,CRM Slowness,False,Baseline,2025-04-21
2025-04-23,Agent_29,Billing,Night,24.32,2.19,True,Training Gap,False,Baseline,2025-04-21
2025-04-23,Agent_20,Refund,Afternoon,8.41,2.79,False,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_18,Technical,Morning,14.55,1.94,True,External Dependency,True,Baseline,2025-04-21
2025-04-23,Agent_23,General Inquiry,Night,6.79,2.05,True,Routing Issue,True,Baseline,2025-04-21
2025-04-23,Agent_2,Billing,Afternoon,5.58,2.59,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_23,Billing,Afternoon,8.22,3.75,True,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_17,Billing,Night,6.95,1.38,False,Routing Issue,True,Baseline,2025-04-21
2025-04-23,Agent_30,Technical,Morning,12.14,1.85,True,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_3,Billing,Afternoon,4.79,2.6,False,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_13,Account,Afternoon,4.98,1.51,True,Routing Issue,True,Baseline,2025-04-21
2025-04-23,Agent_1,General Inquiry,Afternoon,3.89,1.5,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_15,General Inquiry,Afternoon,5.96,1.24,True,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_25,Billing,Morning,5.05,2.74,False,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_1,Technical,Afternoon,11.04,2.43,True,Training Gap,False,Baseline,2025-04-21
2025-04-23,Agent_21,Account,Afternoon,4.71,3.17,True,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_12,General Inquiry,Afternoon,5.55,2.6,True,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_22,General Inquiry,Morning,7.92,3.69,True,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_29,Technical,Night,6.34,2.88,False,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_11,Account,Morning,6.02,3.99,True,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_20,Billing,Morning,6.34,3.45,True,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_18,General Inquiry,Morning,6.74,3.43,True,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_26,Technical,Night,10.23,4.02,True,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_23,Billing,Morning,6.49,3.68,True,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_25,Billing,Afternoon,5.12,3.11,False,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_16,Refund,Afternoon,6.79,1.59,True,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_3,Technical,Night,8.31,2.44,True,Training Gap,False,Baseline,2025-04-21
2025-04-23,Agent_22,General Inquiry,Afternoon,8.52,0.59,True,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_2,Account,Morning,8.58,2.42,True,External Dependency,True,Baseline,2025-04-21
2025-04-23,Agent_3,Billing,Morning,4.82,3.4,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_6,General Inquiry,Night,5.4,2.82,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_25,Billing,Afternoon,5.78,0.5,False,Script Complexity,False,Baseline,2025-04-21
2025-04-23,Agent_26,Technical,Morning,11.62,4.74,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_17,Technical,Morning,6.0,3.49,True,Training Gap,False,Baseline,2025-04-21
2025-04-23,Agent_22,Refund,Morning,9.51,0.91,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_25,Billing,Night,6.25,0.64,True,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_24,Billing,Morning,5.78,3.08,False,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_13,Technical,Morning,11.64,3.03,False,Routing Issue,True,Baseline,2025-04-21
2025-04-23,Agent_24,General Inquiry,Afternoon,5.64,2.41,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_3,General Inquiry,Afternoon,4.21,4.05,True,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_30,Account,Afternoon,7.47,0.96,True,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_9,General Inquiry,Night,6.33,1.29,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_21,Technical,Morning,10.83,2.44,False,Routing Issue,True,Baseline,2025-04-21
2025-04-23,Agent_7,Account,Afternoon,6.99,2.82,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_6,General Inquiry,Morning,13.44,3.15,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_17,Account,Morning,6.16,2.83,True,External Dependency,True,Baseline,2025-04-21
2025-04-23,Agent_14,Refund,Morning,8.98,1.49,True,Script Complexity,True,Baseline,2025-04-21
2025-04-23,Agent_13,Technical,Morning,7.57,3.63,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_27,Technical,Afternoon,4.66,1.83,False,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_30,Account,Night,7.02,0.51,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_8,Technical,Afternoon,12.24,1.94,False,Routing Issue,True,Baseline,2025-04-21
2025-04-23,Agent_6,Technical,Morning,10.42,3.38,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-23,Agent_21,Billing,Night,5.85,2.28,True,Training Gap,True,Baseline,2025-04-21
2025-04-23,Agent_1,Technical,Afternoon,12.53,2.55,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_11,Account,Night,7.15,3.28,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_16,General Inquiry,Morning,7.43,2.94,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_30,Billing,Afternoon,8.13,3.16,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_28,Billing,Afternoon,5.26,1.7,False,CRM Slowness,False,Baseline,2025-04-21
2025-04-24,Agent_8,Billing,Morning,4.16,4.28,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_30,Billing,Afternoon,8.38,1.97,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_17,General Inquiry,Morning,3.86,2.73,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_28,General Inquiry,Morning,6.28,2.65,True,CRM Slowness,False,Baseline,2025-04-21
2025-04-24,Agent_10,Technical,Afternoon,8.09,3.8,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_27,Billing,Afternoon,9.92,5.2,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_20,Technical,Afternoon,11.67,1.2,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_24,General Inquiry,Morning,3.05,3.93,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_1,Technical,Afternoon,6.04,2.09,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_29,Technical,Morning,11.92,3.91,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_29,Billing,Afternoon,4.24,1.11,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_9,Billing,Afternoon,6.81,3.19,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_9,Billing,Night,7.74,2.62,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_2,Technical,Morning,3.87,3.97,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_20,General Inquiry,Night,6.26,2.37,False,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_22,Technical,Afternoon,9.84,2.16,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_29,Billing,Night,9.18,4.1,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_8,Technical,Afternoon,12.07,1.44,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_1,Technical,Night,5.15,2.29,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_16,Billing,Night,7.92,1.43,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_14,Account,Morning,10.85,3.06,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_13,Refund,Afternoon,8.2,0.99,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_10,Technical,Afternoon,11.28,2.23,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_1,General Inquiry,Afternoon,2.9,3.08,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_29,Technical,Morning,7.7,2.68,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_27,Billing,Afternoon,6.4,1.65,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_30,Account,Night,9.71,2.39,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_7,Billing,Afternoon,5.03,2.5,False,Training Gap,False,Baseline,2025-04-21
2025-04-24,Agent_28,Technical,Afternoon,12.82,1.91,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_1,Billing,Morning,6.37,4.75,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_21,Billing,Afternoon,6.04,3.61,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_21,Refund,Afternoon,11.95,1.16,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_13,Billing,Night,9.64,1.26,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_17,Account,Afternoon,7.2,3.18,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_22,Billing,Afternoon,8.69,2.03,True,Script Complexity,False,Baseline,2025-04-21
2025-04-24,Agent_29,Technical,Afternoon,15.73,2.84,False,Training Gap,False,Baseline,2025-04-21
2025-04-24,Agent_24,Account,Afternoon,9.11,1.37,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_12,Account,Morning,6.48,2.32,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_5,General Inquiry,Night,4.28,1.83,True,Script Complexity,False,Baseline,2025-04-21
2025-04-24,Agent_24,Billing,Morning,5.16,3.57,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_6,Technical,Afternoon,4.52,2.52,True,Training Gap,False,Baseline,2025-04-21
2025-04-24,Agent_23,Technical,Night,11.24,3.4,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_16,Technical,Afternoon,7.47,1.79,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_2,Account,Afternoon,14.62,1.14,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_1,Billing,Afternoon,5.24,2.69,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_1,Refund,Morning,6.45,2.96,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_29,General Inquiry,Morning,4.98,1.76,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_16,General Inquiry,Afternoon,4.18,1.15,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_5,Account,Morning,6.41,4.16,True,Script Complexity,False,Baseline,2025-04-21
2025-04-24,Agent_22,Technical,Morning,9.87,2.66,True,External Dependency,True,Baseline,2025-04-21
2025-04-24,Agent_17,Billing,Night,5.09,3.65,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_27,Refund,Afternoon,10.88,3.74,True,Training Gap,False,Baseline,2025-04-21
2025-04-24,Agent_6,Billing,Afternoon,4.64,1.88,True,Training Gap,False,Baseline,2025-04-21
2025-04-24,Agent_14,Technical,Morning,13.8,3.81,True,CRM Slowness,False,Baseline,2025-04-21
2025-04-24,Agent_22,Account,Afternoon,8.02,2.41,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_12,Billing,Afternoon,5.19,4.17,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_17,Billing,Morning,6.46,2.39,False,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_2,General Inquiry,Morning,5.33,2.16,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_29,General Inquiry,Afternoon,5.27,0.7,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_9,Technical,Afternoon,13.25,1.6,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_10,Billing,Night,7.87,2.12,False,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_28,General Inquiry,Night,6.25,4.28,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_2,Billing,Afternoon,7.02,1.05,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_23,Billing,Morning,6.03,4.0,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_17,Billing,Afternoon,7.46,3.49,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_24,Technical,Morning,5.19,2.15,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_23,Billing,Afternoon,2.28,2.96,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_30,Technical,Afternoon,9.31,1.98,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_30,Technical,Morning,11.7,4.44,False,CRM Slowness,False,Baseline,2025-04-21
2025-04-24,Agent_3,Technical,Morning,8.79,2.74,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_5,Technical,Morning,7.7,3.16,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_15,Account,Morning,8.76,2.61,True,External Dependency,True,Baseline,2025-04-21
2025-04-24,Agent_28,Technical,Afternoon,10.74,2.7,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_6,Technical,Morning,8.71,3.27,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_14,Refund,Morning,7.91,2.79,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_20,General Inquiry,Afternoon,5.6,3.0,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_7,Billing,Afternoon,7.72,2.95,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_7,Billing,Night,6.35,3.19,False,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_10,Account,Morning,10.46,4.96,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_3,General Inquiry,Afternoon,4.19,1.37,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_23,Billing,Afternoon,6.43,1.38,False,Training Gap,False,Baseline,2025-04-21
2025-04-24,Agent_26,Technical,Afternoon,10.35,1.47,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_10,Technical,Morning,5.36,0.97,False,CRM Slowness,False,Baseline,2025-04-21
2025-04-24,Agent_22,Technical,Morning,8.77,1.17,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_13,Billing,Afternoon,7.57,1.92,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_15,Technical,Afternoon,8.33,1.18,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_8,Account,Morning,9.52,1.36,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_20,Billing,Morning,6.91,1.03,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_22,Billing,Afternoon,5.13,1.71,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_22,Billing,Afternoon,6.37,2.69,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_20,Technical,Afternoon,6.78,1.87,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_26,Account,Morning,7.65,1.5,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_20,Account,Afternoon,6.99,3.15,False,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_15,Technical,Morning,14.47,1.86,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_22,Billing,Morning,4.34,1.29,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_20,Refund,Afternoon,12.74,2.79,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_23,General Inquiry,Morning,3.29,4.69,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_5,Refund,Morning,6.97,2.72,False,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_7,Technical,Morning,10.84,2.11,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_19,Account,Morning,8.43,3.42,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_6,Billing,Morning,4.68,0.57,True,Script Complexity,False,Baseline,2025-04-21
2025-04-24,Agent_19,Account,Morning,6.21,4.86,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_14,Technical,Afternoon,10.33,3.46,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_16,Billing,Afternoon,3.72,2.04,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_17,Technical,Morning,5.9,2.87,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_27,Technical,Morning,12.91,2.53,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_23,General Inquiry,Morning,4.71,1.64,True,External Dependency,False,Baseline,2025-04-21
2025-04-24,Agent_25,Technical,Afternoon,11.88,1.98,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_15,Technical,Afternoon,9.77,1.8,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_9,Billing,Night,7.39,1.77,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_6,Account,Morning,10.74,3.46,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_23,Technical,Morning,14.35,1.51,True,External Dependency,True,Baseline,2025-04-21
2025-04-24,Agent_6,Billing,Morning,8.36,1.94,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_5,Billing,Afternoon,2.75,4.24,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_3,Billing,Afternoon,7.42,4.52,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_23,General Inquiry,Morning,3.4,1.44,True,CRM Slowness,False,Baseline,2025-04-21
2025-04-24,Agent_2,General Inquiry,Night,6.46,1.63,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_15,Billing,Morning,7.47,2.34,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_23,Account,Afternoon,8.47,1.57,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_12,Billing,Morning,5.84,4.59,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_13,General Inquiry,Morning,5.42,2.99,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_29,Refund,Afternoon,11.8,2.31,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_12,Technical,Afternoon,12.61,3.63,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_10,Technical,Afternoon,13.67,2.4,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_4,Billing,Morning,9.28,2.67,True,CRM Slowness,False,Baseline,2025-04-21
2025-04-24,Agent_27,General Inquiry,Afternoon,5.44,0.97,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_18,Refund,Morning,7.14,3.73,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_10,Account,Morning,6.22,2.48,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_24,General Inquiry,Afternoon,5.89,2.08,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_23,Technical,Afternoon,8.79,2.95,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_3,Billing,Morning,6.82,0.5,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_21,Technical,Morning,11.62,3.27,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_15,Technical,Morning,15.29,3.24,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_9,Account,Afternoon,8.0,3.66,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_20,Refund,Morning,9.41,2.26,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_3,Technical,Night,9.82,1.42,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_9,Technical,Morning,7.97,2.13,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_26,Billing,Morning,5.95,2.04,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_6,Technical,Afternoon,12.23,2.48,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_11,Account,Morning,7.93,2.82,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_24,Refund,Morning,9.27,3.88,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_4,Account,Morning,5.7,1.69,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_21,Account,Morning,7.86,2.56,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_14,Billing,Morning,5.9,2.74,False,Training Gap,False,Baseline,2025-04-21
2025-04-24,Agent_8,Account,Morning,8.94,3.06,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_28,Technical,Afternoon,6.43,2.67,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_16,Technical,Afternoon,12.29,3.81,False,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_10,Billing,Afternoon,8.6,3.88,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_25,Technical,Afternoon,10.88,2.79,False,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_26,Technical,Morning,21.09,2.58,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_20,Billing,Afternoon,12.3,1.41,True,External Dependency,True,Baseline,2025-04-21
2025-04-24,Agent_11,Billing,Night,7.62,2.84,False,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_5,Technical,Night,12.88,3.41,False,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_30,Billing,Morning,8.58,2.0,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_4,Technical,Night,6.19,3.61,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_29,Account,Night,6.53,2.15,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_13,Refund,Morning,8.24,3.46,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_12,Billing,Afternoon,3.77,2.54,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_14,Technical,Morning,7.92,2.26,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_16,Billing,Afternoon,4.08,3.33,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_1,Technical,Morning,9.37,2.48,True,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_22,Technical,Afternoon,7.93,2.42,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_6,General Inquiry,Night,5.22,0.89,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_19,Technical,Afternoon,8.04,2.49,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_29,Refund,Night,6.77,4.32,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_15,Account,Afternoon,5.96,1.81,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_3,General Inquiry,Morning,6.27,2.88,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_12,Billing,Afternoon,7.26,3.55,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_3,Refund,Afternoon,11.24,2.1,False,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_7,Billing,Morning,8.91,2.43,True,Routing Issue,False,Baseline,2025-04-21
2025-04-24,Agent_15,Technical,Night,10.28,3.04,False,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_21,Technical,Morning,14.34,3.53,False,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_24,Billing,Morning,10.47,2.57,True,Script Complexity,True,Baseline,2025-04-21
2025-04-24,Agent_5,Technical,Afternoon,4.49,0.5,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_16,General Inquiry,Afternoon,4.06,3.78,True,Training Gap,False,Baseline,2025-04-21
2025-04-24,Agent_30,Billing,Afternoon,6.03,3.23,False,Routing Issue,True,Baseline,2025-04-21
2025-04-24,Agent_9,Technical,Morning,10.25,2.1,True,Training Gap,False,Baseline,2025-04-21
2025-04-24,Agent_14,General Inquiry,Afternoon,3.9,2.73,True,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_13,Account,Morning,7.78,2.5,True,Training Gap,True,Baseline,2025-04-21
2025-04-24,Agent_24,Billing,Afternoon,3.21,2.11,False,CRM Slowness,True,Baseline,2025-04-21
2025-04-24,Agent_16,Technical,Morning,13.95,2.71,True,Training Gap,True,Baseline,2025-04-21
